locationMagneticHeading(°),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G)
317.4071045,-0.034889273,0.011387411,-0.003296993,0.257038405,0.054161961,0.051206916,0.002529103,-0.010781098,-0.003844202
317.4069824,-0.027421504,0.008618522,-0.003602724,0.257028397,0.054166541,0.05113898,-0.009728462,0.002365146,-0.018046916
317.4069824,-0.027811125,0.013603959,-0.000696949,0.257028397,0.054166541,0.05113898,-0.009728462,0.002365146,-0.018046916
317.4071655,-0.027811125,0.013603959,-0.000696949,0.257033519,0.054177341,0.051135371,-0.010319084,0.016277555,-0.000118256
317.4071655,-0.026391394,0.012027901,-0.000341684,0.257037384,0.054198405,0.051156677,-0.001337349,0.00493104,0.017305076
317.4075928,-0.027516846,0.009991115,-0.002296177,0.257031211,0.054199388,0.051173129,0.006993014,-0.007793613,-0.010619402
317.4075928,-0.02769368,0.008781508,-0.001622131,0.257027711,0.054193206,0.051147989,-0.005253695,0.006509274,-0.028699458
317.4075928,-0.025476065,0.012954148,-0.001013599,0.257026562,0.054182201,0.051148631,-0.006539699,0.014719132,-0.011822701
317.4080505,-0.027480893,0.01161085,-0.001965679,0.257024336,0.054210213,0.051158549,-0.002874989,-0.000865445,0.019913554
317.4080505,-0.025366077,0.008012386,-0.00254252,0.257013078,0.054198864,0.05117601,-0.002527926,-0.011544406,0.002197862
317.4080505,-0.029040705,0.010759704,-0.0015449,0.257013973,0.054186786,0.051181338,-0.011793204,0.001507178,-0.014418602
317.4088135,-0.025104821,0.012089154,-0.001312938,0.257006376,0.054188039,0.051194045,-0.014663085,0.01468822,-0.009765387
317.4088135,-0.027559455,0.011773835,-0.002213886,0.257003596,0.05421374,0.051208459,-0.00451107,-0.000495136,0.01553154
317.4097595,-0.027740018,0.007299192,-0.002898052,0.256993463,0.054216671,0.051210937,0.007784594,-0.012913313,-0.007021248
317.4097595,-0.027855067,0.008353271,-0.000926514,0.256991956,0.054187041,0.051208159,-0.003736757,-0.001655106,-0.02743572
317.4097595,-0.021924473,0.010070478,-0.001438906,0.256991948,0.054178879,0.051232962,-0.004995026,0.015169602,-0.016084015
317.4099731,-0.028972795,0.01067608,-0.001678324,0.256986222,0.054192371,0.051259255,-0.002460197,0.000837348,0.015453815
317.4099731,-0.029557094,0.008888566,-0.00362909,0.256992154,0.054195275,0.051262052,0.002328172,-0.013152167,0.007793605
317.4098511,-0.02792564,0.007543936,-0.001932656,0.256987505,0.054166612,0.051265716,-0.008705843,-0.0016739,-0.020189643
317.4098511,-0.027662521,0.011627894,-0.000286024,0.256994644,0.054146442,0.051266501,-0.009021413,-0.001367938,0.016585052
317.4098511,-0.027884629,0.008689628,-0.003150519,0.256989512,0.054155097,0.051281022,-0.009029992,-0.001353446,0.01658386
317.4102478,-0.029429527,0.009187906,-0.002104164,0.256981671,0.054149778,0.05128421,0.007058069,-0.009574734,0.00700146
317.4102478,-0.031255126,0.007345531,-0.001596032,0.256977283,0.054137179,0.051250968,-0.002679821,-0.001108799,-0.027816713
317.409668,-0.026891802,0.008378038,-0.001023985,0.256986904,0.054111678,0.051268765,-0.006774206,-0.000236526,0.005524218
317.409668,-0.028068652,0.010483267,1.20E-05,0.257000237,0.054121504,0.051300757,0.00647597,-0.006475929,0.019224465
317.409668,-0.028565066,0.009704559,-0.000584298,0.25701103,0.054119598,0.051303108,-0.003791288,0.000286069,-0.012544394
317.4085388,-0.030343791,0.009770339,-0.002200304,0.257012215,0.054097798,0.051307694,-0.010132458,0.009644296,-0.028458357
317.4085388,-0.026088059,0.007250456,-0.000522512,0.257009659,0.05408085,0.05130433,-0.009016924,0.001538515,0.001114249
317.407196,-0.028059065,0.009143431,0.00113424,0.257023922,0.054076112,0.051322335,0.008504938,-0.00506581,0.018768013
317.407196,-0.030172549,0.009733055,-0.001772067,0.257040203,0.054069973,0.051308034,0.002315942,-0.001479011,-0.021269977
317.407196,-0.029897712,0.008405469,-0.002530003,0.257038785,0.054049474,0.051293407,-0.000379704,0.007036027,-0.035168886
317.4071045,-0.026204972,0.007876565,-0.001359544,0.257037009,0.054019938,0.051291804,-0.002974771,0.007324353,-0.008342266
317.4071045,-0.026843065,0.00969071,-0.000365119,0.25704546,0.054023487,0.051308776,0.008145396,-0.002897337,0.029162824
317.4065857,-0.03298698,0.010573815,-0.002295112,0.257049805,0.054026074,0.051287324,-0.000386909,-0.002537295,-0.004069865
317.4065857,-0.030691866,0.009170063,-0.000899616,0.257045766,0.054017132,0.05125593,-0.007656518,0.004221503,-0.022485137
317.4055481,-0.028819397,0.010562097,-0.001261007,0.257059223,0.054005516,0.051254831,-0.003036778,0.006295599,0.002753556
317.4055481,-0.027614051,0.012156798,-0.001406149,0.25706392,0.054034041,0.051263005,0.004152197,6.29E-05,0.028020144
317.4055481,-0.034532409,0.01062841,-0.000929976,0.257077888,0.054048016,0.051252285,0.008074991,-0.000741243,-0.003245294
317.4046021,-0.032710277,0.008664062,-0.001712945,0.257081569,0.054040408,0.051194557,0.002818141,0.006006502,-0.026221693
317.4046021,-0.028837241,0.009897372,-0.003458115,0.257074692,0.05403129,0.051169997,0.00279665,0.0093389,-0.007527888
317.4046021,-0.029193837,0.01164627,-0.000700411,0.25707176,0.054040472,0.051169109,0.00139894,-0.00271643,0.029001176
317.4049072,-0.031662054,0.01101084,-0.001381648,0.257075591,0.054047612,0.051149226,0.006045692,-0.010335166,0.006464601
317.4049072,-0.032578714,0.007545534,-0.001630654,0.257068914,0.05402894,0.051106601,-0.012673594,0.0041181,-0.017808974
317.4053955,-0.029022597,0.008113853,-0.00238566,0.257065985,0.054003234,0.051084716,-0.012037657,0.01160356,-0.002959669
317.4053955,-0.029501965,0.013956029,-0.001636779,0.257069232,0.0540189,0.05108247,-0.007704537,-0.003962647,0.022674382
317.4053955,-0.031489749,0.009887518,-0.003557983,0.257061243,0.05405008,0.051068563,0.003586344,-0.009790141,-0.001206636
317.4066772,-0.031932633,0.007403322,-0.001806688,0.257044977,0.054056519,0.051021104,-0.005087204,0.006077364,-0.032424033
317.4072571,-0.026921894,0.010573815,-0.00260031,0.257039512,0.054035942,0.051021338,-0.000855248,0.015827965,-0.018644214
317.4072571,-0.028960012,0.010553309,-0.001242631,0.257029864,0.054035183,0.051023688,-0.006088249,6.95E-06,0.008974075
317.4072571,-0.030521691,0.00807284,-0.001646899,0.257038923,0.054037998,0.051019179,0.001751948,-0.012433469,0.005968213
317.4072571,-0.031185616,0.00907765,-0.003536944,0.257021794,0.054015855,0.050989942,-0.005046722,-0.000850737,-0.024104178
317.4082947,-0.027693946,0.01091683,-0.0017473,0.257016557,0.053998453,0.05097843,-0.016702369,0.00711811,-0.013391018
317.4082947,-0.031291079,0.01188702,-0.000900681,0.257019503,0.054004829,0.050982264,-0.006119121,-0.003040414,0.009572923
317.4082031,-0.033490051,0.010107229,-0.002466353,0.25702033,0.054030751,0.050966753,0.007114865,-0.01059375,-0.002146423
317.4082031,-0.032852221,0.011036672,-0.002016546,0.257018255,0.054033731,0.050913654,-0.003783029,0.000354789,-0.033226013
317.4082031,-0.030597856,0.007670969,-0.002097772,0.257011743,0.054024043,0.050853383,-0.004963718,0.012623679,-0.026340723
317.4080811,-0.029940056,0.011847871,-0.000951281,0.257020758,0.054014852,0.050864853,0.00403291,0.001786135,0.015620828
317.4080811,-0.034627751,0.009282182,-0.001553954,0.257023476,0.054019891,0.050831337,0.003112264,-0.012376983,0.002942204
317.4073792,-0.033982202,0.0098758,-0.00206102,0.257032784,0.054014155,0.050781762,-0.004267417,-0.002370954,-0.017715335
317.4073792,-0.028708877,0.008979913,-0.002377138,0.257032808,0.05398756,0.050736494,-0.014281295,0.01070638,-0.008342743
317.4073792,-0.030370688,0.009087771,-0.001366468,0.257044186,0.053990498,0.050737164,0.000120074,0.002986103,0.017642796
317.4061279,-0.034137998,0.010054764,0.000357663,0.257054878,0.053994686,0.050715928,0.004907098,-0.011363115,-0.004603684
317.4061279,-0.034125213,0.008011853,-0.000667655,0.25706549,0.053982148,0.050651394,0.003866576,0.006089505,-0.02930373
317.405426,-0.030035663,0.009139703,-0.000780839,0.257066429,0.053959654,0.05061497,-0.001299076,0.019038342,-0.004199922
317.405426,-0.031264711,0.007348194,-0.002233593,0.257064141,0.053968171,0.050596193,0.001454219,0.01114605,0.011684954
317.4052124,-0.036788374,0.011856127,-0.002001099,0.257064654,0.053975464,0.050549216,0.001965612,-0.004724246,-0.000993133
317.4052124,-0.033660758,0.007205715,-0.001322526,0.257071178,0.053974208,0.050479694,-0.00386218,-0.003420409,-0.018293023
317.4052124,-0.02911634,0.007426491,-0.001476989,0.257073492,0.053945707,0.050448499,-0.015323702,0.011166345,0.002507806
317.4049072,-0.030487336,0.008267517,-0.00243626,0.257076576,0.053938212,0.050443293,-0.002971876,0.006751355,0.012716591
317.4049072,-0.036850158,0.008663263,-0.00232494,0.25707752,0.053931823,0.050408411,-0.002401024,-0.004925951,-0.014991283
317.4049072,-0.032105207,0.002859969,-0.002525742,0.257077149,0.053893811,0.050357513,-0.003248252,0.005841687,-0.02121222
317.4053955,-0.027838556,0.003746535,-0.002231729,0.257068351,0.053840284,0.050340471,-0.005544756,0.017573927,-0.00047183
317.4053955,-0.028424451,0.006064817,-0.00181308,0.25706313,0.053818151,0.050341054,0.001389559,0.011135299,0.014986515
317.4060974,-0.032655682,0.00734127,-0.002576076,0.257056725,0.053806293,0.050302454,-0.001085896,-0.002804019,-0.008158505
317.4060974,-0.031660724,0.005570801,-0.003233877,0.257052939,0.053778123,0.050266136,0.00078842,0.003659945,-0.010154068
317.4060974,-0.027480893,0.00634072,-0.003423227,0.257039708,0.053738396,0.050259259,-0.015559908,0.0183778,0.004634202
317.4078674,-0.028887574,0.009694173,-0.002487126,0.257024879,0.053727806,0.050249235,-0.008988079,0.00242234,0.010403097
317.4078674,-0.033062611,0.008007593,-0.001528654,0.257018179,0.053723592,0.050218858,-0.000255927,-0.014468968,-0.01838851
317.4084778,-0.027488083,0.005789712,-0.002694054,0.257015464,0.053693951,0.05019847,-0.007489596,-0.00084798,-0.023421288
317.4084778,-0.028177842,0.006017146,-0.001108408,0.25701754,0.053661171,0.050193513,-0.017756589,0.017793305,-0.001294076
317.4084778,-0.026575152,0.010582071,-0.000664991,0.257022773,0.053658855,0.050211262,-0.008019127,0.00258277,0.015611947
317.4082642,-0.030294789,0.009916014,-0.003082609,0.257018347,0.053670661,0.050211144,0.001414288,-0.005794428,-0.000410438
317.4082642,-0.031471904,0.00851173,-0.003445065,0.257006524,0.053662528,0.050204854,-0.00521519,0.002194896,-0.013852656
317.4095154,-0.025014807,0.009772203,-0.002312423,0.256999137,0.053637312,0.050202877,-0.017534401,0.015025564,0.000583589
317.4095154,-0.025190042,0.014081997,-0.001162736,0.256997236,0.053644569,0.050234018,-9.21E-06,0.005336829,0.011247516
317.4095154,-0.031800538,0.010671819,-0.003258378,0.256998595,0.053661739,0.050229774,0.003437396,-0.011391047,-0.016051173
317.4095154,-0.033699907,0.011015367,-0.001570466,0.256996226,0.053663508,0.050227636,-0.002042279,-0.003885861,-0.023176968
317.4095154,-0.025200695,0.009313607,-0.000650877,0.257001852,0.053663145,0.050208101,-0.012555286,0.012085848,-0.006574452
317.4086609,-0.026047846,0.012067315,-0.000889496,0.257007259,0.053669174,0.050247091,-0.006839152,-0.000539996,0.020751774
317.4086609,-0.029991988,0.010957843,-0.002522014,0.257011461,0.053688737,0.05024421,-0.000221103,-0.010522123,0.000426173
317.4086609,-0.029022597,0.008848885,-0.000727576,0.257003945,0.053681015,0.05023217,-0.01159649,-0.001302581,-0.013092101
317.4086609,-0.026579147,0.010291253,-0.000409062,0.257013104,0.0536587,0.050222253,-0.017418381,0.017593164,-0.008543253
317.4085388,-0.026167423,0.012153602,-0.001286839,0.257027781,0.053679517,0.050239546,-0.002195571,0.002122767,0.01287806
317.4069519,-0.029937392,0.009963685,-0.002493518,0.257035268,0.053688082,0.050241097,0.010002919,-0.011486527,-0.008927286
317.4069519,-0.030044984,0.008679508,-0.000801611,0.257051139,0.053666292,0.050250918,-0.003174167,-0.002519801,-0.028518856
317.4069519,-0.026971962,0.011498198,-0.001209075,0.257059438,0.053663161,0.050250891,-0.001675684,0.011777658,-0.010864317
317.4052734,-0.030558974,0.012742694,6.39E-06,0.257070221,0.053681296,0.050245448,-0.002456717,0.001411486,0.020430803
317.4052734,-0.027369305,0.007314106,-0.001028246,0.257076459,0.053681296,0.050236671,0.003112704,-0.016053323,0.007690132
317.4052734,-0.029425267,0.008803612,0.000295877,0.2570822,0.053662188,0.050232801,-0.007396806,-0.005223446,-0.019835532
317.4043579,-0.025747707,0.010716294,-0.001315069,0.257086648,0.053630855,0.050231489,-0.016520828,0.009591524,-0.000638187
317.4043579,-0.030056169,0.012306201,-0.002407231,0.257081986,0.05364795,0.050245538,-0.005734619,0.001640473,0.017182469
317.4043579,-0.03108415,0.007698134,-0.001160073,0.257078844,0.053667896,0.050230638,0.004438326,-0.009208165,-0.002928972
317.4047852,-0.028974393,0.0084068,-0.002565956,0.257078588,0.053642591,0.050227071,-0.000877015,0.001866154,-0.02576983
317.4047852,-0.0273227,0.012049206,-0.00058989,0.257077778,0.05364596,0.050224807,-0.009501599,0.014681268,-0.016355217
317.4047852,-0.028446555,0.011237474,-0.003495665,0.257077778,0.05364596,0.050224807,-0.009501599,0.014681268,-0.016355217
317.4047852,-0.028446555,0.011237474,-0.003495665,0.257073051,0.053659914,0.050244164,-0.004281707,0.003042895,0.012650013
317.4047852,-0.029693713,0.008760734,-0.000904143,0.257065287,0.053665347,0.050245775,0.003555901,-0.010276418,0.001495481
317.4053345,-0.029108884,0.009824667,-0.001089765,0.257069527,0.053655239,0.050237839,-0.00601656,7.64E-05,-0.020979762
317.405365,-0.025959961,0.013505689,-0.001352619,0.257064566,0.053656411,0.050237556,-0.012197539,0.016525067,-0.006911218
317.405365,-0.027330691,0.009853164,-0.000102798,0.257064824,0.053673915,0.050253978,-0.008476555,0.003800381,0.004393756
317.405365,-0.030549653,0.009406019,-0.002184058,0.257068108,0.053680548,0.050241247,0.007309657,-0.005916938,-0.010864735
317.405365,-0.026908847,0.009053682,-0.001960353,0.257056099,0.053667419,0.050240265,0.000227403,0.002092954,-0.033645332
317.4059448,-0.027262514,0.012027102,-0.001232777,0.257058749,0.053670727,0.050233847,8.68E-05,0.02018347,-0.010924876
317.4059448,-0.029203959,0.011037204,-0.001244762,0.257057087,0.053670463,0.050236979,-0.004643198,0.00820845,0.006500542
317.406189,-0.030565899,0.009186308,-0.001571531,0.257055277,0.053677374,0.050225274,0.006198872,-0.008420065,0.004562855
317.406189,-0.030283604,0.009298161,-0.000528371,0.257056905,0.053661046,0.050198462,-0.003367431,-0.002114456,-0.014325321
317.406189,-0.028399151,0.012059859,0.000492685,0.257067246,0.053656724,0.05018326,-0.009741336,0.012442503,-0.000957608
317.4047852,-0.027904868,0.011381552,0.000353135,0.257079616,0.05366669,0.050200766,-0.008683097,0.005486712,0.010332465
317.4047852,-0.028068919,0.008043013,-0.00066366,0.257095145,0.053672102,0.050205914,0.009942502,-0.00354135,0.000886738
317.4033813,-0.024091754,0.007531419,-0.001826928,0.257106989,0.053641344,0.050220697,0.006936725,-0.000902068,-0.01659894
317.4033813,-0.026771959,0.013727264,0.000177633,0.257105829,0.053650211,0.050239592,-0.005706351,0.019533068,-0.016813934
317.4033813,-0.027740818,0.01132456,-0.000716124,0.257115955,0.053657574,0.050257091,0.003502645,0.007465601,0.015808046
317.4024048,-0.025222532,0.008357,-0.001288704,0.257120846,0.053661215,0.050278804,0.000767767,-0.000447292,-0.007890105
317.4024048,-0.027786624,0.008102135,-0.003100718,0.257121341,0.053648205,0.050287175,0.000780765,-0.000438921,-0.007889867
317.4024353,-0.02502173,0.011403922,-0.001140366,0.257119398,0.053637096,0.050306316,-0.008973725,0.009727292,-0.009217739
317.4024353,-0.029494775,0.01108381,-0.001047688,0.257121898,0.053649725,0.050315249,-0.006514363,-0.002409793,0.007458985
317.4017334,-0.02992967,0.007591873,-0.001237837,0.257130551,0.053658161,0.050300188,-0.002845451,-0.007475495,-0.029054999
317.4017334,-0.025740517,0.008247011,-0.002636263,0.257132794,0.053649819,0.050285353,-0.005049694,0.009935219,-0.011719823
317.4017334,-0.033268474,0.017243968,-0.002335859,0.257123674,0.053661274,0.050294158,-0.014262147,0.004771285,0.006818593
317.4025269,-0.031155789,0.010862501,-0.001741707,0.257119635,0.053694277,0.050282922,0.001314636,-0.006806102,0.007122517
317.4025269,-0.031753402,0.005794506,-0.002296177,0.257117139,0.053689188,0.05024101,-0.005241673,-0.002392408,-0.014496803
317.4025269,-0.029858829,0.008376175,-0.002816293,0.257105049,0.053668234,0.050219809,-0.013765749,0.008847397,-0.005583465
317.4037476,-0.033982467,0.017395502,-0.003655455,0.257097525,0.053679463,0.050208996,-0.012739386,0.00451836,0.008164644
317.4037476,-0.034573689,0.012846556,-0.003436543,0.257082437,0.053729534,0.050178925,0.009579968,-0.008283291,-0.001022339
317.4052124,-0.034772094,0.011829495,-0.003149987,0.257076069,0.053744779,0.050131391,-0.00084186,-0.006682832,-0.024916053
317.4052124,-0.024327178,0.007363907,-0.002132926,0.257069815,0.05373465,0.05013507,-0.013710167,0.009525683,-0.015165329
317.4052124,-0.031181356,0.013069996,-0.004219512,0.257054658,0.053725293,0.050150959,-0.009489361,0.001729053,0.01309371
317.4070129,-0.030201046,0.011659053,-0.002421346,0.257040463,0.053749139,0.050152117,-0.000983484,-0.007302992,0.007385552
317.4092407,-0.026886208,0.007097857,-0.003325223,0.257022761,0.053758175,0.050127745,-0.007752214,-0.00380256,-0.020354211
317.4092407,-0.028462535,0.008294681,-0.003562244,0.257013195,0.053728879,0.050124763,-0.015504975,0.013116453,-0.002774358
317.4092407,-0.028616197,0.011418835,-0.001167263,0.256995997,0.053727432,0.05011409,-0.009522114,0.006559774,0.006122172
317.4092407,-0.028520858,0.013296897,-0.000592553,0.256999198,0.053746467,0.050133694,-0.004536167,-0.015515365,-0.004744112
317.4096375,-0.032278046,0.006394783,-0.001009871,0.256995051,0.053733803,0.050118788,0.003639877,-0.005871445,-0.025158942
317.4096375,-0.025818547,0.006234726,-0.003358246,0.25699756,0.053715559,0.050113236,-0.020725481,0.015592124,-0.011836767
317.4094849,-0.032424252,0.012466257,-0.00456306,0.256998637,0.053702084,0.050118125,-0.000814565,0.011706013,0.012928724
317.4094849,-0.032394957,0.012117117,-0.001820271,0.257003056,0.053741311,0.050095434,-0.005110964,-0.01447022,0.010471106
317.4094849,-0.032481778,0.010454505,-0.003183276,0.257006429,0.053751252,0.050071745,-0.000329681,-0.004102647,-0.019649088
317.4087524,-0.025156219,0.00727549,0.000629039,0.257010011,0.053739389,0.050061662,-0.015836075,0.01378585,0.004766107
317.4087524,-0.027606061,0.013563746,0.001136104,0.257022812,0.053740402,0.050072791,-0.006880142,0.006655857,0.013554573
317.4066467,-0.027757328,0.012640161,0.000394947,0.257039807,0.053763798,0.050079762,0.005608749,-0.007543128,-0.001278579
317.4066467,-0.028124312,0.007960721,-0.001318265,0.257049954,0.053757324,0.050071498,0.006057691,0.001771741,-0.023021638
317.4066467,-0.025252625,0.008586564,-0.000734234,0.257056962,0.053725946,0.050078397,-0.010115832,0.011879962,-0.013132572
317.4057007,-0.026334135,0.010060357,0.000316916,0.25706348,0.053722256,0.0501046,-0.000392247,0.002766136,0.011265099
317.4057007,-0.029955236,0.009071525,-0.00058776,0.257084933,0.053726602,0.050123212,0.006118987,-0.012855537,0.0015136
317.4041443,-0.029881999,0.007436345,-0.001458613,0.257086982,0.053708689,0.050099644,-0.000638112,-0.005264949,-0.012858033
317.4041443,-0.025962625,0.007115966,-0.001909753,0.25709318,0.053671628,0.050083468,-0.02120056,0.01313626,-0.004127264
317.4032898,-0.030984813,0.01243643,-0.002245578,0.257093687,0.053659259,0.050095819,-0.003579542,0.00443583,0.007637322
317.4032898,-0.030775223,0.008392686,0.000142479,0.257105744,0.053661645,0.05008472,0.002719928,-0.011062928,-0.008719683
317.4032898,-0.031736892,0.007598797,-0.000913997,0.257115247,0.053645448,0.050059952,0.002415583,0.001836523,-0.030217171
317.4033203,-0.027867317,0.008160991,-0.002451706,0.257111428,0.053625196,0.050042475,-0.006078668,0.021197725,-0.009539545
317.4033203,-0.02899996,0.011273161,-0.001710548,0.257100603,0.053636723,0.050025832,-0.001924545,0.011507012,0.013150454
317.4033203,-0.030659642,0.010227604,-0.002295645,0.25709564,0.053645937,0.050020762,0.002613366,-0.006305061,0.000561714
317.4039612,-0.031070834,0.008693357,-0.001825597,0.257093986,0.053629834,0.049992932,-0.000483438,0.000854027,-0.021332383
317.4039612,-0.027658526,0.007954596,-0.002024801,0.257091805,0.053605474,0.049981076,-0.017411683,0.015353285,-0.002516389
317.4048767,-0.026451048,0.011093398,-0.003323891,0.257085277,0.053604236,0.04999017,0.000137184,0.007382032,0.01101774
317.4048767,-0.027558923,0.009034774,-0.003013899,0.257071272,0.053608912,0.050013294,0.004221939,-0.005061299,-0.011276722
317.4048767,-0.029333122,0.008300806,-0.002695652,0.257058434,0.053594121,0.05001697,0.004953869,0.003349964,-0.025863528
317.4064331,-0.027678233,0.007890147,-0.002203499,0.257050949,0.053573391,0.050003783,-0.00492844,0.015452269,-0.009565353
317.4064331,-0.024002803,0.012287293,-0.001505219,0.257049648,0.053577661,0.050030696,0.001384508,0.008307528,0.0148471
317.4074097,-0.031111049,0.011328821,-0.002651709,0.257040958,0.053591622,0.050037219,0.000561882,-0.008379072,-0.004059613
317.4074097,-0.027514981,0.007492537,-0.001990979,0.257028693,0.053577418,0.05003627,-0.007175401,0.000317473,-0.01387018
317.4074097,-0.02906068,0.012016449,-0.003353719,0.257026297,0.053558616,0.050038133,-0.013412755,0.017027725,0.004395485
317.4082031,-0.023877103,0.011421232,-0.000799215,0.257020285,0.053572193,0.050051286,0.016282596,0.008862156,0.007232249
317.4082031,-0.028281705,0.010978082,-0.001063667,0.25702094,0.05358451,0.05007089,0.029881202,-0.011931252,-0.010515392
317.4079285,-0.027916586,0.011658254,0.000297741,0.257021496,0.053572132,0.050069672,0.005403191,-0.003570653,-0.019456327
