locationMagneticHeading(°),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G)
290.6644287,-0.02969105,0.012640694,-0.003521498,0.023537718,0.043460062,-0.014362636,-0.028830208,-0.011653028,-0.013500094
290.6644287,-0.024960477,0.009474995,-0.00308181,0.023536967,0.043452253,-0.01437209,-0.010511842,-0.000126852,0.01540029
290.6644287,-0.026991405,0.010500312,-0.003969974,0.000311928,0.043461623,-0.014351668,-0.014306024,0.0020296,0.009098232
290.6642456,-0.030144321,0.00851173,-0.003716175,0.000301691,0.04346015,-0.014362926,-0.019385722,-0.005824693,-0.039653659
290.6642456,-0.028159199,0.009692841,-0.001390436,0.000299612,0.043443207,-0.014383062,-0.018407453,-0.012177254,-0.034190595
290.6642456,-0.025872344,0.011661449,-0.00068603,0.000307344,0.043440359,-0.014374866,-0.000170343,-0.005989234,0.005818188
290.6642456,-0.026920831,0.007709851,-0.003642938,0.000310505,0.043418765,-0.014351687,-0.01025008,0.001205607,0.001897991
290.6642456,-0.030024478,0.00852904,-0.002495648,0.000309331,0.043408391,-0.014371784,-0.027894109,-0.00345319,-0.016336143
290.6642456,-0.024830781,0.008193748,-0.00200323,0.000311893,0.043380892,-0.014358917,-0.006885767,-0.001914427,0.011131048
290.6642456,-0.024696026,0.009613212,-0.002322543,0.000301583,0.043387205,-0.014339763,-0.005549334,-0.003680528,0.005912542
290.6642456,-0.027431358,0.007540474,-0.002498844,0.00029677,0.043380891,-0.014346309,-0.01477458,-0.006021677,-0.026023924
290.6642456,-0.028591432,0.010352506,-0.001660481,0.000301689,0.043384965,-0.014385729,-0.017616767,-0.00699194,-0.033501446
290.6642456,-0.025183383,0.009599631,-0.000619984,0.000315417,0.043382131,-0.014384078,0.001825765,0.001173167,0.003547013
290.6642456,-0.027802071,0.009196428,-0.003143595,0.000319664,0.043387449,-0.014383813,-0.007990956,0.000624115,0.002280354
290.6642456,-0.028949892,0.007460313,-0.00191428,0.000320847,0.04337201,-0.014401149,-0.023447912,-0.006015561,-0.009499013
290.6642456,-0.02689979,0.01149447,-0.001570999,0.000327918,0.043354742,-0.014406013,-0.009987626,-0.001564862,0.005714655
290.6642456,-0.024868332,0.010473946,-0.002258094,0.000330749,0.043349975,-0.014394834,-0.00551204,0.003237592,0.015617967
290.6642456,-0.030893734,0.013063338,-0.004434696,0.000326345,0.043356022,-0.014404677,-0.009622701,0.002373242,-0.011970282
290.6642456,-0.028298482,0.009383914,-0.000627973,0.000326149,0.043354841,-0.014446718,-0.01883781,-0.008334756,-0.03398931
290.6642456,-0.02489017,0.008323178,-0.001222125,0.000337747,0.043329521,-0.0144509,0.002839744,-0.003715532,-0.003623247
290.6642456,-0.02610537,0.01016502,-0.001785649,0.00034081,0.043321972,-0.014438283,-0.007131957,0.002629503,0.005913973
290.6642456,-0.028930185,0.009246496,-0.002782737,0.00033632,0.043305834,-0.014445221,-0.012898888,0.003232907,-0.002264142
290.6642456,-0.025137844,0.009537845,-0.001168329,0.00033351,0.043286479,-0.014457042,-0.016404305,-0.004393072,0.000834048
290.6642456,-0.025371403,0.009878996,-0.002317216,0.000344619,0.043277613,-0.014456577,-0.007118091,0.002321261,0.019709587
290.6642456,-0.026594859,0.008140751,-0.003473827,0.000344766,0.043265721,-0.014451439,-0.01247729,-0.002235971,-0.007374167
290.6642456,-0.029565882,0.008966064,-0.002232528,0.000340007,0.043253857,-0.014474664,-0.018355299,-0.006012892,-0.032901943
290.6642456,-0.024266457,0.008114652,-0.001118794,0.000341014,0.043246051,-0.014484166,-0.00749848,-0.000803903,-0.013568878
290.6642456,-0.02695119,0.008592157,-0.003759318,0.000335594,0.043236012,-0.01447064,-0.006832317,0.005847216,0.005840957
290.6642456,-0.028048413,0.009021725,-0.001879659,0.000327839,0.043231617,-0.014476688,-0.018958654,-0.003924467,-0.006823719
290.6642456,-0.025124528,0.010871822,-0.00203066,0.00032545,0.04321528,-0.014481623,-0.024252359,-0.008323936,-0.007067263
290.6642456,-0.023693612,0.010424944,-0.002494583,0.000327654,0.043216307,-0.014474445,-0.008185886,0.001967678,0.014127254
290.6642456,-0.026752518,0.011126154,-0.001892975,0.000319803,0.043219438,-0.01446119,-0.014262021,0.001980953,-0.002504766
290.6642456,-0.027713919,0.011101919,-0.003461843,0.000314148,0.043221686,-0.01447399,-0.023602657,-0.008423106,-0.040789366
290.6642456,-0.023812389,0.010288058,-0.002605903,0.000310229,0.043223002,-0.014462629,-0.010756075,-0.014408434,-0.025072694
290.6642456,-0.025690183,0.010424944,-0.002066347,0.000313243,0.04323119,-0.014448815,-0.001349606,-0.003759224,-0.001284361
290.6642456,-0.029534455,0.010746654,-0.004196077,0.000307863,0.043241656,-0.014459302,-0.019716393,-0.004944652,-0.010119855
290.6642456,-0.029111812,0.010401508,-0.002870089,0.000299834,0.04322636,-0.014482887,-0.019289084,-0.008187873,-0.016161978
290.6642456,-0.024148213,0.011428157,-0.000494549,0.000296594,0.043220428,-0.01448827,-0.013347477,-0.009307157,0.006283879
290.6642456,-0.028606344,0.010095777,-0.004044809,0.000300621,0.043229549,-0.014491635,-0.008016024,-0.008044049,0.005962968
290.6642456,-0.030905452,0.010447049,-0.000454602,0.000302986,0.04322253,-0.014526761,-0.015562069,-0.006278684,-0.0274387
290.6642456,-0.027579963,0.009092298,-0.001226386,0.000317384,0.043217187,-0.014554984,-0.010979071,-0.011403383,-0.032489538
290.6642456,-0.02639672,0.00864542,-0.002676477,0.000326043,0.043203,-0.014550933,0.007635597,-0.002640776,0.008160532
290.6642456,-0.028630313,0.00921507,-0.002822152,0.000327403,0.043199421,-0.014561045,-0.007940043,0.001911473,0.001995981
290.6642456,-0.030489732,0.01110405,-0.000613859,0.000330506,0.043182726,-0.014609032,-0.016254608,-0.005491319,-0.011126518
290.6642456,-0.025218537,0.011398596,-0.00096513,0.000330506,0.043182726,-0.014609032,-0.016254608,-0.005491319,-0.011126518
290.6642456,-0.026771426,0.010075271,-0.001640773,0.000353571,0.043173809,-0.014623263,-0.016123608,-0.012753495,-0.001086056
290.6642456,-0.031059915,0.009235577,-0.003424292,0.000360764,0.043173552,-0.014609082,-0.004007868,0.001176724,0.022138
290.6642456,-0.02869636,0.009362343,-0.002294846,0.000364294,0.043151249,-0.014656101,-0.020983815,-0.012038697,-0.036974251
290.6642456,-0.02869636,0.009362343,-0.002294846,0.000364294,0.043151249,-0.014656101,-0.020983815,-0.012038697,-0.036974251
290.6642456,-0.024905883,0.00877698,-0.00233,0.000366471,0.043127539,-0.014654446,0.000951529,-0.006025076,-0.004868686
290.6642456,-0.029368009,0.007709319,-0.002705239,0.000371874,0.043112312,-0.014649486,-0.008386891,0.001548246,0.008163035
290.6640015,-0.030157901,0.00748801,-0.003360909,0.000372345,0.043080454,-0.014682568,-0.013085209,0.003498762,-0.012633801
290.6640015,-0.030055903,0.011815114,-0.001108141,0.00037878,0.043077257,-0.014725758,-0.023366418,-0.001488341,-0.012771666
290.6640015,-0.026551716,0.008353803,-0.003293798,0.000387137,0.0430847,-0.014754971,-0.002866037,-0.002204241,0.019820392
290.6634521,-0.036275182,0.011796472,-0.001530252,0.000385342,0.043078544,-0.014798068,-0.01566197,-0.003864832,-0.012849033
290.6634521,-0.02868757,0.010489392,-0.003125752,0.000391115,0.043067435,-0.014859898,-0.028269835,-0.006658075,-0.040452659
290.664093,-0.028072648,0.011974105,-0.004550011,0.000380069,0.043054223,-0.014887217,-0.01443214,0.001935783,-0.015458584
290.664093,-0.030055903,0.00932133,-0.003510579,0.00037415,0.043046564,-0.014907545,-0.012654439,0.007713765,0.008467197
290.664093,-0.034167558,0.010690195,-0.002751578,0.000367566,0.043041293,-0.014959621,-0.022353724,-0.003034795,-0.003786147
290.6641846,-0.028247884,0.01076716,-0.000534496,0.000375348,0.043046386,-0.01501313,-0.023930442,0.001016233,-0.011431813
290.6641846,-0.030509973,0.014299577,-0.002030128,0.000379395,0.043062526,-0.015025258,-0.005101975,0.010632383,0.0219993
290.6652222,-0.030684676,0.010112555,-0.004533499,0.000367784,0.043091095,-0.015056841,-0.004382856,0.010600755,8.60E-05
290.6652222,-0.027301928,0.013874536,-0.004437625,0.000349591,0.043083055,-0.015080902,-0.023158368,-0.002057618,-0.034551501
290.6652222,-0.025118669,0.011411113,-0.003565174,0.000336196,0.043085104,-0.015088708,-0.010571916,-0.007604375,-0.017278731
290.6669922,-0.025631061,0.010546384,-0.004281831,0.000330314,0.043088794,-0.015072525,0.000776924,0.004588342,0.008996964
290.6669922,-0.028388498,0.009188172,-0.003016296,0.000307698,0.043074066,-0.015078908,-0.019472007,0.010105632,0.000437319
290.6678772,-0.024578048,0.014101705,-0.000865527,0.000311973,0.043061151,-0.015082648,-0.031315167,0.002594564,-0.0033921
290.6678772,-0.022938872,0.014615161,-0.003589408,0.000312136,0.043068706,-0.015044939,0.000201911,-0.000465207,0.025493026
290.6678772,-0.029083584,0.010983143,-0.00426958,0.000294366,0.04307423,-0.015042059,-0.007616118,0.006114216,0.007960498
290.66922,-0.025368206,0.01289982,-0.002110821,0.000293213,0.043074783,-0.01505847,-0.022616051,0.001398074,-0.045186162
290.66922,-0.021987325,0.009925867,-0.001704956,0.000293545,0.043075235,-0.015035893,-0.00979913,-0.003507905,-0.021473706
290.6704407,-0.025361549,0.009992713,-0.004616856,0.000276869,0.043062974,-0.01500592,0.007943839,0.002259418,0.011089563
290.6704407,-0.028078506,0.007144729,-0.001247425,0.000275811,0.043043563,-0.014999819,-0.01648134,-0.003456523,-0.007448971
290.6704407,-0.023440344,0.010353572,-0.001099619,0.000289953,0.043020519,-0.014989755,-0.027230993,-0.006376131,-0.007386744
290.6690063,-0.021955099,0.013191702,-0.002241849,0.000298116,0.043012139,-0.014951178,-0.005524635,-0.004964206,0.02474916
290.6690063,-0.02589285,0.011853198,-0.002972887,0.000290244,0.043008468,-0.014933621,-0.014249004,-0.000506317,0.004180729
290.669342,-0.026509106,0.015731292,-0.001319596,0.000285058,0.043018943,-0.014940708,-0.017753739,0.00122609,-0.036911726
290.669342,-0.023604928,0.010800982,0.000416518,0.000304342,0.043026018,-0.014923001,-0.019500334,-0.016563185,-0.031098187
290.669342,-0.024906149,0.014051104,-0.004309527,0.000308912,0.043034815,-0.014896569,0.008795895,-0.004741676,0.006575823
290.6682739,-0.027953604,0.016941167,-0.001250887,0.000312433,0.043042891,-0.014901445,-0.023835473,-0.00674546,-0.008027256
290.6682739,-0.026508573,0.014643923,-0.00309699,0.000317886,0.043062648,-0.014915887,-0.015386589,-0.002258576,-0.001436532
290.6691284,-0.024241157,0.019391008,-0.003935353,0.000306388,0.043057673,-0.014891839,-0.016236123,-0.011527095,0.018125772
290.6691284,-0.027184749,0.012265721,-0.002784335,0.000292075,0.04307245,-0.014898061,-0.009598069,-0.010892456,-0.001879215
290.6691284,-0.029571474,0.014118216,-0.002652508,0.000286881,0.043084837,-0.014922024,-0.013730321,-0.011908277,-0.030002058
290.6694336,-0.025865952,0.00768828,-0.002326804,0.000293858,0.043083006,-0.014918992,0.002812035,-0.005664395,0.005795181
290.6694336,-0.02884523,0.008017712,-0.004614459,0.000280842,0.043082493,-0.014914998,-0.013834793,-0.006789548,-0.009219408
290.6707764,-0.031560857,0.008860603,-0.002727077,0.000274119,0.043071233,-0.014939105,-0.023268703,-0.010491058,-0.003024161
290.6707764,-0.030032201,0.011013502,-0.001109739,0.000272312,0.04307378,-0.014987032,-0.007249493,-0.008280752,0.023250639
290.6707764,-0.026745593,0.013079316,-0.004734301,0.000268531,0.043093349,-0.014999977,-0.013891377,-0.006462662,0.001765192
